ID,Name,Key,EditType,EditTypeEX,IsTemplate,DropType,TriggerType,Model,Texture,TextureID,Quality,Chip,ShowType,ShowId,QualityLevel,ShowQuality,InvolvedID,UnlockType,UnlockFlag,ReplaceID,ChipPrice,ChipNum,CondUnlcokType,FilterType,Type,CreateType,ClassificationType,SortId,EXSortId,TypeDesc,Version,UnlockWay,TypeDesc,Desc,GetWay,Icon,IsMeshModel,IconEffect,WieldSound,WieldImage,WieldScale,ThirdPersonScale,DropScale,WieldPeriod,StackMax,Usable,Range,ItemGroup,UseTarget,UseScript,UseScript2,EmitScript,EnchantTag,StuffType,EnchantAfterID,,CanExtract,Score,Cooldown,Skills,CostFoodLevel,HandEffect,HandEffect,Scale,ScriptMasking
22454,神猴三叉戟,,,,,,,,,,,0,3,859,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_859,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22455,娜迦头饰,,,,,,,,,,,0,3,860,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_860,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22456,娜迦舞裙,,,,,,,,,,,0,3,861,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_861,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22457,美味热狗,,,,,,,,,,,0,3,862,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_862,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22458,龙头蛇手链,,,,,,,,,,,0,3,863,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_863,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22459,金足踏,,,,,,,,,,,0,3,864,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_864,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22460,大将头饰,,,,,,,,,,,0,3,865,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_865,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22461,织田甲,,,,,,,,,,,0,3,866,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_866,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22462,浪人武者,,,,,,,,,,,0,3,867,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_867,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22463,苦行之旅,,,,,,,,,,,0,3,868,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_868,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22464,土蜘蛛刃,,,,,,,,,,,0,3,869,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_869,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22465,梦游花宴,,,,,,,,,,,0,3,870,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_870,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22466,樱放四十,,,,,,,,,,,0,3,871,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_871,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22467,千姬梦,,,,,,,,,,,0,3,872,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_872,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22468,无垢之白,,,,,,,,,,,0,3,873,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_873,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22469,星月之轮,,,,,,,,,,,0,3,874,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_874,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22470,香菜脚印,,,,,,,,,,,0,3,875,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_875,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22471,爱玩少年,,,,,,,,,,,0,3,876,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_876,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22472,俏皮甜心,,,,,,,,,,,0,3,877,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_877,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22473,花漫枝头,,,,,,,,,,,0,3,878,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_878,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22474,柳叶奏春,,,,,,,,,,,0,3,879,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_879,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22475,精灵盛典,,,,,,,,,,,0,3,880,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_880,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22476,繁花拥簇,,,,,,,,,,,0,3,881,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_881,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22477,春日来信,,,,,,,,,,,0,3,882,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_882,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22478,花之镜,,,,,,,,,,,0,3,883,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_883,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22479,春桃,,,,,,,,,,,0,3,884,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_884,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22480,浅雾闻香,,,,,,,,,,,0,3,885,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_885,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22481,迎春语,,,,,,,,,,,0,3,886,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_886,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22482,星蓝彗羽,,,,,,,,,,,0,3,887,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_887,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22483,星昼蔚蓝,,,,,,,,,,,0,3,888,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_888,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22484,考拉玩偶背包,,,,,,,,,,,0,3,889,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_889,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22485,花雨脚印,,,,,,,,,,,0,3,890,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_890,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22486,彩灯气球,,,,,,,,,,,0,3,891,,4,,,,,,,,,6,0,,,,测试,,,,洋气的气球花束，完成实名认证获得！,,#avatar_icon1000_891,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22487,虚妄之海,,,,,,,,,,,0,3,892,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_892,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22488,北极星,,,,,,,,,,,0,3,893,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_893,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22489,园丁背带裤,,,,,,,,,,,0,3,894,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_894,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22490,彩虹泡泡糖,,,,,,,,,,,0,3,895,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_895,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22491,独角兽幻想,,,,,,,,,,,0,3,896,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_896,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22492,彩虹脚印,,,,,,,,,,,0,3,897,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_897,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22493,沙滩草编帽,,,,,,,,,,,0,3,898,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_898,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22494,椰子岛,,,,,,,,,,,0,3,899,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_899,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22495,缤纷海岸,,,,,,,,,,,0,3,900,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_900,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22496,嬉闹沙滩,,,,,,,,,,,0,3,901,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_901,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22497,秩序战争,,,,,,,,,,,0,3,902,,4,,,,,,,,,6,0,,,,测试,,,,迷你点商城兑换获得,,#avatar_icon1000_902,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22498,黑白深渊,,,,,,,,,,,0,3,903,,4,,,,,,,,,6,0,,,,测试,,,,迷你点商城兑换获得,,#avatar_icon1000_903,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22499,赤红西装,,,,,,,,,,,0,3,904,,4,,,,,,,,,6,0,,,,测试,,,,迷你点商城兑换获得,,#avatar_icon1000_904,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22500,银红之舞,,,,,,,,,,,0,3,905,,4,,,,,,,,,6,0,,,,测试,,,,迷你点商城兑换获得,,#avatar_icon1000_905,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22501,橘猫头套,,,,,,,,,,,0,3,906,,4,,,,,,,,,6,0,,,,测试,,,,首充活动获得,,#avatar_icon1000_906,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22502,橘猫睡衣,,,,,,,,,,,0,3,907,,4,,,,,,,,,6,0,,,,测试,,,,首充活动获得,,#avatar_icon1000_907,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22503,逗猫棒,,,,,,,,,,,0,3,908,,4,,,,,,,,,6,0,,,,测试,,,,首充活动获得,,#avatar_icon1000_908,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22504,猩红玫瑰,,,,,,,,,,,0,3,909,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_909,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22505,杏团,,,,,,,,,,,0,3,910,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_910,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22506,青色旋律,,,,,,,,,,,0,3,911,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_911,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22507,黑白补丁腕带,,,,,,,,,,,0,3,912,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_912,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22508,嚣张,,,,,,,,,,,0,3,913,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_913,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22509,轻狂,,,,,,,,,,,0,3,914,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_914,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22510,金色飞翼,,,,,,,,,,,0,3,915,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_915,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22511,神子木屐,,,,,,,,,,,0,3,916,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_916,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22512,天照,,,,,,,,,,,0,3,917,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_917,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22513,燕尾蝶,,,,,,,,,,,0,3,918,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_918,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22514,神圣军团,,,,,,,,,,,0,3,919,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_919,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22515,月读,,,,,,,,,,,0,3,920,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_920,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22516,摘星物语,,,,,,,,,,,0,3,921,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_921,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22517,圣音学堂,,,,,,,,,,,0,3,922,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_922,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22518,虔诚祷告,,,,,,,,,,,0,3,923,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_923,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22519,月轮,,,,,,,,,,,0,3,924,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_924,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22520,沉静目光,,,,,,,,,,,0,3,925,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_925,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22521,叶之舞,,,,,,,,,,,0,3,926,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_926,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22522,西瓜甜心,,,,,,,,,,,0,3,927,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_927,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22523,翡翠葡萄,,,,,,,,,,,0,3,928,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_928,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22524,牧羊人少女,,,,,,,,,,,0,3,929,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_929,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22525,爆汁大橘,,,,,,,,,,,0,3,930,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_930,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22526,草莓甜心,,,,,,,,,,,0,3,931,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_931,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22527,甜粉糖葫芦,,,,,,,,,,,0,3,932,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_932,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22528,魔法少女手杖,,,,,,,,,,,0,3,933,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_933,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22529,蝶之翼,,,,,,,,,,,0,3,934,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_934,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22530,死神外罩,,,,,,,,,,,0,3,935,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_935,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22531,死神长裤,,,,,,,,,,,0,3,936,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_936,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22532,死神斗篷,,,,,,,,,,,0,3,937,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_937,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22533,死神面罩,,,,,,,,,,,0,3,938,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_938,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22534,死神之影,,,,,,,,,,,0,3,939,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_939,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22535,海之味,,,,,,,,,,,0,3,940,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_940,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22536,假日草帽,,,,,,,,,,,0,3,941,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_941,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22537,风吹太阳花,,,,,,,,,,,0,3,942,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_942,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22538,深海色,,,,,,,,,,,0,3,943,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_943,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22539,甜甜小水手,,,,,,,,,,,0,3,944,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_944,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22540,浪花冲浪板,,,,,,,,,,,0,3,945,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_945,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22541,夏日鲜檬,,,,,,,,,,,0,3,946,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_946,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22542,沙滩凉鞋,,,,,,,,,,,0,3,947,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_947,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22543,西柚太阳镜,,,,,,,,,,,0,3,948,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_948,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22544,清凉一夏,,,,,,,,,,,0,3,949,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_949,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22545,星海短裤,,,,,,,,,,,0,3,950,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_950,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22546,鲜柠泳圈,,,,,,,,,,,0,3,951,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_951,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22547,雏菊洋伞,,,,,,,,,,,0,3,952,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_952,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22548,贝贝星星,,,,,,,,,,,0,3,953,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_953,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22549,心情使者,,,,,,,,,,,0,3,954,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_954,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22550,心情短裤,,,,,,,,,,,0,3,955,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_955,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22551,玩趣水枪,,,,,,,,,,,0,3,956,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_956,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22552,撞色运动鞋,,,,,,,,,,,0,3,957,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_957,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22553,船锚贝雷帽,,,,,,,,,,,0,3,958,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_958,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22554,天空之声,,,,,,,,,,,0,3,959,,4,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_959,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22555,紫藤蔓蔓,,,,,,,,,,,0,3,960,,4,,,,,,,,,6,0,,,,测试,,,,迷你点商城兑换获得,,#avatar_icon1000_960,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22556,偷糖小恶魔,,,,,,,,,,,0,3,961,,4,,,,,,,,,6,0,,,,测试,,,,迷你点商城兑换获得,,#avatar_icon1000_961,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22557,迷萌拳套,,,,,,,,,,,0,3,962,,4,,,,,,,,,6,0,,,,测试,,,,迷你点商城兑换获得,,#avatar_icon1000_962,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22558,铆钉鞋,,,,,,,,,,,0,3,963,,4,,,,,,,,,6,0,,,,测试,,,,迷你点商城兑换获得,,#avatar_icon1000_963,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22559,小欧,,,,,,,,,,,0,3,964,,4,,,,,,,,,6,0,,,,测试,,,,oppo渠道活动获得,,#avatar_icon1000_964,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22560,游戏版本过低,,,,,,,,,,,0,,,,-1,,,,,,,,,6,0,,,,测试,,,,定制装扮,,unknown,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22561,游戏版本过低,,,,,,,,,,,0,,,,-1,,,,,,,,,6,0,,,,测试,,,,定制装扮,,unknown,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22562,游戏版本过低,,,,,,,,,,,0,,,,-1,,,,,,,,,6,0,,,,测试,,,,定制装扮,,unknown,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22563,游戏版本过低,,,,,,,,,,,0,,,,-1,,,,,,,,,6,0,,,,测试,,,,定制装扮,,unknown,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22564,游戏版本过低,,,,,,,,,,,0,,,,-1,,,,,,,,,6,0,,,,测试,,,,定制装扮,,unknown,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22565,游戏版本过低,,,,,,,,,,,0,,,,-1,,,,,,,,,6,0,,,,测试,,,,定制装扮,,unknown,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22566,游戏版本过低,,,,,,,,,,,0,,,,-1,,,,,,,,,6,0,,,,测试,,,,定制装扮,,unknown,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22567,游戏版本过低,,,,,,,,,,,0,,,,-1,,,,,,,,,6,0,,,,测试,,,,定制装扮,,unknown,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22568,游戏版本过低,,,,,,,,,,,0,,,,-1,,,,,,,,,6,0,,,,测试,,,,定制装扮,,unknown,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22569,游戏版本过低,,,,,,,,,,,0,,,,-1,,,,,,,,,6,0,,,,测试,,,,定制装扮,,unknown,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22570,游戏版本过低,,,,,,,,,,,0,,,,-1,,,,,,,,,6,0,,,,测试,,,,定制装扮,,unknown,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22571,游戏版本过低,,,,,,,,,,,0,,,,-1,,,,,,,,,6,0,,,,测试,,,,定制装扮,,unknown,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22572,游戏版本过低,,,,,,,,,,,0,,,,-1,,,,,,,,,6,0,,,,测试,,,,定制装扮,,unknown,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22573,游戏版本过低,,,,,,,,,,,0,,,,-1,,,,,,,,,6,0,,,,测试,,,,定制装扮,,unknown,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22574,游戏版本过低,,,,,,,,,,,0,,,,-1,,,,,,,,,6,0,,,,测试,,,,定制装扮,,unknown,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22575,游戏版本过低,,,,,,,,,,,0,,,,-1,,,,,,,,,6,0,,,,测试,,,,定制装扮,,unknown,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22576,游戏版本过低,,,,,,,,,,,0,,,,-1,,,,,,,,,6,0,,,,测试,,,,定制装扮,,unknown,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22600,书包（1天）,Backpack(1Day),,,,,,,,,,0,3,25,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_25,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
22601,米兔（1天）,MiRabbit(1Day),,,,,,,,,,0,3,549,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_549,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
